Selected,loan_amnt,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,open_acc,revol_bal,total_acc,application_type,default,term_m,int_rate_num,dti_clean,revol_util_clean,fico_mid,log_annual_inc,F_default,I_default,P_1,P_0,risk_band
0,15000,469.29,A,A5,10+ years,RENT,89000,Not Verified,debt_consolidation,CA,12,13118,21,Individual,0,36,7.89,12.49,27,727,11.396391649,0,0,0.0604839318,0.9395160682,Low
0,13000,425.55,B,B4,1 year,OWN,56000,Not Verified,debt_consolidation,MD,20,10523,26,Individual,0,36,10.99,19.03,49.9,677,10.93310697,0,0,0.1640908982,0.8359091018,Medium
0,5000,156.43,A,A5,3 years,OWN,32000,Not Verified,major_purchase,TN,4,5555,18,Individual,0,36,7.89,5.36,38,672,10.373491182,0,0,0.0611447887,0.9388552113,Low
0,7200,221.27,A,A3,8 years,RENT,210000,Source Verified,major_purchase,CA,11,6905,30,Individual,0,36,6.68,8.1,36.7,692,12.25486281,0,0,0.0637455616,0.9362544384,Low
0,35000,783.7,C,C1,7 years,MORTGAGE,500000,Source Verified,debt_consolidation,OR,11,136559,26,Individual,0,60,12.29,6.97,57.6,742,13.122363377,0,0,0.0906498946,0.9093501054,Low
0,8400,284.37,C,C3,4 years,RENT,55000,Source Verified,debt_consolidation,OR,6,1927,14,Individual,0,36,13.33,12.55,64.2,712,10.915088464,0,0,0.1588639892,0.8411360108,Medium
0,14400,510.19,D,D2,10+ years,MORTGAGE,75000,Verified,other,TX,11,20139,35,Individual,0,36,16.55,20.7,81.5,672,11.225243393,0,0,0.1933447066,0.8066552934,Medium
0,15000,377.41,D,D4,2 years,RENT,85000,Not Verified,debt_consolidation,CA,12,11480,39,Individual,0,60,17.57,23.58,41.9,697,11.350406535,0,0,0.4322349886,0.5677650114,High
0,8000,250.29,A,A5,8 years,MORTGAGE,90000,Not Verified,credit_card,NC,11,9813,22,Individual,1,36,7.89,11.82,30.5,677,11.407564949,1,0,0.0570137626,0.9429862374,Low
0,15000,455.86,A,A1,2 years,MORTGAGE,165000,Not Verified,debt_consolidation,MD,37,32383,62,Individual,0,36,5.93,22.28,33.1,742,12.013700753,0,0,0.0453587072,0.9546412928,Low
0,4000,129.05,B,B3,3 years,MORTGAGE,42000,Not Verified,debt_consolidation,PA,22,4327,48,Individual,0,36,9.99,27.14,51.5,682,10.645424897,0,0,0.122453411,0.877546589,Medium
0,24450,589.53,D,D1,10+ years,MORTGAGE,171600,Verified,debt_consolidation,WA,12,32986,25,Individual,0,60,15.61,17.99,57.7,667,12.052921466,0,0,0.3292845559,0.6707154441,High
0,35000,960.11,E,E5,2 years,MORTGAGE,140000,Source Verified,debt_consolidation,SC,9,45241,20,Individual,0,60,21.67,10.11,83.2,662,11.849397702,0,0,0.4245791735,0.5754208265,High
0,7200,248.36,C,C5,< 1 year,RENT,65000,Verified,moving,HI,6,22067,18,Individual,0,36,14.65,23.64,93.5,712,11.082142549,0,0,0.1774965678,0.8225034322,Medium
0,12000,264.1,B,B5,< 1 year,MORTGAGE,108000,Not Verified,credit_card,VA,20,6684,50,Individual,0,60,11.53,9.48,80.5,662,11.589886506,0,0,0.2228471287,0.7771528713,Medium
0,9000,281.58,A,A5,2 years,OWN,55000,Source Verified,debt_consolidation,FL,12,31545,40,Individual,0,36,7.89,20.62,37.3,672,10.915088464,0,0,0.0705678327,0.9294321673,Low
0,35000,790.82,C,C2,6 years,OWN,268000,Verified,debt_consolidation,LA,10,24019,43,Individual,0,60,12.69,7.01,58,742,12.498742259,0,0,0.1491887449,0.8508112551,Medium
0,35000,760.82,B,B4,3 years,MORTGAGE,92500,Verified,debt_consolidation,MN,13,13481,30,Individual,0,60,10.99,18.27,47.3,707,11.434963924,0,0,0.1715047684,0.8284952316,Medium
0,13350,507.57,E,E5,10+ years,RENT,65000,Source Verified,debt_consolidation,NY,18,10751,27,Individual,1,36,21.67,22.73,36.9,682,11.082142549,1,0,0.4407181459,0.5592818541,High
0,10000,308.41,A,A4,10+ years,RENT,35000,Not Verified,debt_consolidation,NY,13,9085,20,Individual,0,36,6.92,21.58,29.3,727,10.46310334,0,0,0.0676871361,0.9323128639,Low
0,10000,305.99,A,A2,3 years,MORTGAGE,120000,Not Verified,debt_consolidation,NJ,11,4188,42,Individual,0,36,6.39,12.18,13,747,11.695247022,0,0,0.0282752954,0.9717247046,Low
0,17550,521,F,F5,1 year,RENT,40000,Source Verified,debt_consolidation,TX,6,11562,21,Individual,1,60,25.57,24.47,52.8,682,10.596634733,1,1,0.6344945393,0.3655054607,High
0,21350,774.54,E,E1,1 year,RENT,51000,Verified,debt_consolidation,NJ,25,23683,38,Individual,0,36,18.25,18.26,36.1,672,10.839580912,0,0,0.3937934997,0.6062065003,High
0,20000,447.83,C,C1,10+ years,RENT,52000,Source Verified,credit_card,MI,19,19049,39,Individual,0,60,12.29,27.74,55.2,667,10.858998998,0,0,0.4158104512,0.5841895488,High
0,9225,331.52,D,D4,6 years,MORTGAGE,22000,Verified,debt_consolidation,FL,7,13504,8,Individual,0,36,17.57,18.49,79.9,687,9.9987977323,0,0,0.226150873,0.773849127,Medium
0,15000,379.76,D,D5,< 1 year,MORTGAGE,69500,Source Verified,debt_consolidation,PA,9,5884,10,Individual,0,60,17.86,3.4,26.9,697,11.149082032,0,0,0.3519246226,0.6480753774,High
0,10000,303.91,A,A1,2 years,MORTGAGE,134000,Not Verified,debt_consolidation,NH,8,1921,22,Individual,0,36,5.93,4.03,13.6,722,11.805595079,0,0,0.0282816647,0.9717183353,Low
0,35000,1247.68,D,D3,1 year,MORTGAGE,150000,Source Verified,debt_consolidation,OH,20,47587,44,Individual,0,36,16.99,21.82,59.1,692,11.918390573,0,0,0.2536119359,0.7463880641,Medium
0,10000,333.53,C,C1,9 years,RENT,69000,Source Verified,debt_consolidation,TX,13,13666,22,Individual,0,36,12.29,13.49,43.2,672,11.141861784,0,0,0.2071371858,0.7928628142,Medium
0,12000,410.08,C,C4,7 years,RENT,40000,Source Verified,debt_consolidation,KS,9,10631,21,Individual,0,36,13.99,22.68,47.7,692,10.596634733,0,0,0.2256624502,0.7743375498,Medium
0,18000,550.79,A,A2,3 years,RENT,235000,Source Verified,debt_consolidation,NJ,31,7519,64,Individual,0,36,6.39,12.27,9.9,757,12.367340793,0,0,0.0540134213,0.9459865787,Low
0,5000,170.87,C,C4,10+ years,MORTGAGE,54660,Source Verified,other,CA,18,2323,25,Individual,0,36,13.99,19.1,15,672,10.908887459,0,0,0.1998690669,0.8001309331,Medium
0,30000,898.04,G,G4,< 1 year,MORTGAGE,100000,Verified,debt_consolidation,OH,15,29347,39,Individual,0,60,25.99,20.52,60.3,697,11.512925465,0,0,0.4561756761,0.5438243239,High
0,9875,345.28,D,D1,3 years,RENT,65000,Source Verified,major_purchase,NJ,15,6636,19,Individual,0,36,15.61,10.91,51.4,667,11.082142549,0,0,0.2858927493,0.7141072507,Medium
0,10000,308.41,A,A4,10+ years,MORTGAGE,80000,Not Verified,credit_card,WI,21,16703,57,Individual,0,36,6.92,27.68,45.1,712,11.289781914,0,0,0.0514966324,0.9485033676,Low
0,10000,333.53,C,C1,1 year,RENT,67600,Source Verified,credit_card,IL,7,10248,10,Individual,0,36,12.29,28.79,71.7,697,11.121363262,0,0,0.2053505919,0.7946494081,Medium
0,25000,782.15,A,A5,7 years,RENT,100000,Verified,debt_consolidation,CT,5,14530,16,Individual,0,36,7.89,8.44,76.5,707,11.512925465,0,0,0.0585976884,0.9414023116,Low
0,18150,456.66,D,D4,1 year,MORTGAGE,60000,Not Verified,debt_consolidation,WI,17,4667,46,Individual,1,60,17.57,30.04,31.3,677,11.002099841,1,0,0.4526103116,0.5473896884,High
0,5000,157.1,B,B1,10+ years,MORTGAGE,98000,Not Verified,credit_card,NY,10,28894,28,Individual,1,36,8.18,14.3,78.7,697,11.492722758,1,0,0.0576324583,0.9423675417,Low
0,7000,215.89,A,A4,1 year,OWN,50000,Not Verified,home_improvement,NC,12,2522,14,Individual,0,36,6.92,17.98,45.9,722,10.819778284,0,0,0.0604398025,0.9395601975,Low
0,20000,667.06,C,C1,10+ years,MORTGAGE,71000,Verified,debt_consolidation,CA,15,11864,35,Individual,0,36,12.29,27.27,31.2,722,11.170435156,0,0,0.1517452998,0.8482547002,Medium
0,7750,267.33,C,C5,< 1 year,RENT,32292,Not Verified,debt_consolidation,MN,6,9151,11,Individual,1,36,14.65,17.39,83.2,662,10.382574801,1,0,0.2329026895,0.7670973105,Medium
0,18000,553.16,A,A3,< 1 year,RENT,60000,Not Verified,debt_consolidation,OK,8,12697,13,Individual,0,36,6.68,24.8,59.9,722,11.002099841,0,0,0.0645915141,0.9354084859,Low
0,20000,667.06,C,C1,4 years,RENT,72000,Source Verified,debt_consolidation,CA,7,10408,8,Individual,1,36,12.29,11.48,29.7,662,11.184421398,1,0,0.2115398034,0.7884601966,Medium
0,20000,440.16,B,B5,10+ years,MORTGAGE,119000,Verified,debt_consolidation,NJ,27,27063,54,Individual,0,60,11.53,18.44,35,702,11.686878772,0,0,0.2307429809,0.7692570191,Medium
0,19300,506.2,E,E3,2 years,OWN,53660,Source Verified,debt_consolidation,NJ,19,16636,31,Individual,0,60,19.52,21.27,48.1,672,10.890423124,0,1,0.531730784,0.468269216,High
0,4000,144.33,D,D5,< 1 year,RENT,39000,Source Verified,small_business,NC,16,3552,24,Individual,0,36,17.86,17.02,37.4,667,10.571316925,0,0,0.3764788746,0.6235211254,High
0,35000,843.9,D,D1,10+ years,RENT,100000,Verified,credit_card,MN,13,30680,26,Individual,0,60,15.61,16.56,91,662,11.512925465,0,0,0.3965337688,0.6034662312,High
0,12500,423.17,C,C3,10+ years,OWN,47000,Source Verified,other,WA,7,6797,15,Individual,1,36,13.33,28.58,68.7,677,10.757902881,1,0,0.204840845,0.795159155,Medium
0,20000,677.07,C,C3,9 years,RENT,156000,Source Verified,credit_card,PA,23,52669,41,Individual,0,36,13.33,18.64,47.9,712,11.957611286,0,0,0.2029679453,0.7970320547,Medium
0,7000,230.94,B,B5,5 years,RENT,34000,Not Verified,debt_consolidation,IN,9,8575,15,Individual,1,36,11.53,25.91,48.2,697,10.434115804,1,0,0.1648154349,0.8351845651,Medium
0,16000,347.8,B,B4,1 year,MORTGAGE,128000,Verified,debt_consolidation,IL,7,18219,23,Individual,0,60,10.99,9.16,95.9,662,11.759785543,0,0,0.1902035449,0.8097964551,Medium
0,24000,550.14,C,C3,10+ years,MORTGAGE,58000,Verified,debt_consolidation,NY,16,17995,39,Individual,0,60,13.33,18.02,33,707,10.96819829,0,0,0.26376976,0.73623024,Medium
0,25000,531.06,B,B3,10+ years,MORTGAGE,60000,Source Verified,debt_consolidation,MD,13,13022,30,Individual,0,60,9.99,23.68,36.6,757,11.002099841,0,0,0.1431922732,0.8568077268,Medium
0,25000,771.02,A,A4,10+ years,RENT,88000,Source Verified,credit_card,MA,9,22131,36,Individual,0,36,6.92,15.42,80.5,692,11.385092093,0,0,0.0610039277,0.9389960723,Low
0,24125,545.1,C,C2,10+ years,MORTGAGE,57000,Source Verified,debt_consolidation,KS,10,34989,26,Individual,0,60,12.69,28.76,60.5,747,10.950806547,0,0,0.2079425727,0.7920574273,Medium
0,22750,784.75,C,C5,2 years,RENT,62850,Verified,debt_consolidation,NJ,13,20999,27,Individual,0,36,14.65,20.26,62.7,662,11.048506214,0,0,0.2843230808,0.7156769192,Medium
0,19725,475.6,D,D1,10+ years,MORTGAGE,47000,Source Verified,credit_card,NJ,9,9027,16,Individual,0,60,15.61,31.84,65.4,697,10.757902881,0,0,0.377146166,0.622853834,High
0,21000,744.02,D,D2,10+ years,MORTGAGE,88000,Source Verified,debt_consolidation,AL,13,22782,72,Individual,1,36,16.55,18.42,65.7,687,11.385092093,1,0,0.1661396657,0.8338603343,Medium
0,11200,285.94,E,E1,< 1 year,RENT,72000,Not Verified,other,NC,27,10900,47,Individual,1,60,18.25,13.57,55.1,667,11.184421398,1,1,0.5020674403,0.4979325597,High
0,20000,628.39,B,B1,3 years,MORTGAGE,150000,Verified,home_improvement,LA,9,15853,20,Individual,0,36,8.18,17.56,83,667,11.918390573,0,0,0.0937149071,0.9062850929,Low
0,4800,157.13,B,B4,10+ years,MORTGAGE,57700,Not Verified,debt_consolidation,NC,5,3463,22,Individual,0,36,10.99,5.74,69.3,662,10.963012452,0,0,0.0852380283,0.9147619717,Low
0,15000,491.01,B,B4,10+ years,OWN,73000,Source Verified,credit_card,CA,15,13220,36,Individual,0,36,10.99,29.03,53.3,672,11.19821472,0,0,0.1725721958,0.8274278042,Medium
0,18000,375.14,B,B2,8 years,MORTGAGE,95000,Source Verified,debt_consolidation,NC,10,21104,18,Individual,0,60,9.17,16.11,77.9,672,11.461632171,0,0,0.1836465029,0.8163534971,Medium
0,10000,335.45,C,C2,10+ years,MORTGAGE,29000,Not Verified,debt_consolidation,PA,5,11310,11,Individual,0,36,12.69,25.66,93.5,662,10.275051109,0,0,0.1640199918,0.8359800082,Medium
0,24500,896.1,E,E2,2 years,RENT,49000,Source Verified,car,NY,13,15410,14,Individual,0,36,18.84,29.71,62.4,672,10.799575577,0,0,0.4073678626,0.5926321374,High
0,20000,517.06,E,E2,10+ years,RENT,66000,Verified,debt_consolidation,VA,9,14746,14,Individual,0,60,18.84,20.82,90,662,11.097410021,0,1,0.5266642473,0.4733357527,High
0,18000,580.73,B,B3,10+ years,OWN,100000,Source Verified,debt_consolidation,GA,12,8123,14,Individual,0,36,9.99,7.52,74.5,667,11.512925465,0,0,0.1235996795,0.8764003205,Medium
0,11875,409.62,C,C5,2 years,OWN,29893,Not Verified,debt_consolidation,LA,11,19538,13,Individual,0,36,14.65,20.29,55.3,667,10.305379618,0,0,0.2291780661,0.7708219339,Medium
0,7000,236.98,C,C3,3 years,OWN,50000,Source Verified,debt_consolidation,NY,7,7967,8,Individual,0,36,13.33,14.91,46.1,672,10.819778284,0,0,0.1882933098,0.8117066902,Medium
0,18000,600.36,C,C1,10+ years,MORTGAGE,62000,Verified,debt_consolidation,VA,8,23777,23,Individual,0,36,12.29,17.11,72.1,687,11.034889664,0,0,0.132800993,0.867199007,Medium
0,7000,225.84,B,B3,< 1 year,OWN,37200,Not Verified,debt_consolidation,CA,7,7611,8,Individual,0,36,9.99,5.42,42,687,10.52406404,0,0,0.0964263137,0.9035736863,Low
0,4625,163.86,D,D2,7 years,RENT,42200,Verified,debt_consolidation,NY,7,3665,14,Individual,1,36,16.55,4.92,61.2,682,10.6501755,1,0,0.2107585433,0.7892414567,Medium
0,7350,262.02,D,D3,9 years,RENT,32000,Not Verified,debt_consolidation,CA,10,6249,11,Individual,1,36,16.99,26.04,71,667,10.373491182,1,0,0.3298470672,0.6701529328,High
0,21600,495.13,C,C3,4 years,RENT,46600,Verified,credit_card,CA,18,20322,33,Individual,1,60,13.33,31.04,72.8,682,10.74935582,1,0,0.4338286985,0.5661713015,High
0,8000,258.1,B,B3,2 years,RENT,84200,Not Verified,debt_consolidation,NC,9,10070,18,Individual,0,36,9.99,28.34,80.6,672,11.3409502,0,0,0.1459187518,0.8540812482,Medium
0,25000,531.06,B,B3,10+ years,MORTGAGE,180000,Source Verified,credit_card,CA,11,27940,28,Individual,0,60,9.99,15.41,62.2,717,12.10071213,0,0,0.1334525707,0.8665474293,Medium
0,20000,677.07,C,C3,10+ years,MORTGAGE,49000,Verified,major_purchase,NC,12,15488,44,Individual,0,36,13.33,25.31,29.3,717,10.799575577,0,0,0.1658745224,0.8341254776,Medium
0,12000,402.54,C,C2,7 years,MORTGAGE,24000,Verified,debt_consolidation,CA,7,7675,12,Individual,0,36,12.69,31.78,71.1,667,10.085809109,0,0,0.2037824729,0.7962175271,Medium
0,12000,406.24,C,C3,6 years,RENT,72000,Source Verified,debt_consolidation,NJ,11,12443,23,Individual,0,36,13.33,13.69,24.7,687,11.184421398,0,0,0.2016360044,0.7983639956,Medium
0,12000,425.16,D,D2,10+ years,RENT,55000,Verified,medical,CA,7,1560,30,Individual,0,36,16.55,18.96,28.4,672,10.915088464,0,0,0.2809742208,0.7190257792,Medium
0,7500,251.59,C,C2,< 1 year,RENT,80000,Verified,other,FL,21,36887,28,Individual,0,36,12.69,31.88,88.5,672,11.289781914,0,0,0.2457476841,0.7542523159,Medium
0,3500,107.56,A,A3,3 years,MORTGAGE,46000,Verified,debt_consolidation,GA,16,4531,45,Individual,0,36,6.68,27.97,12.6,762,10.736396675,0,0,0.0430805235,0.9569194765,Low
0,10000,327.34,B,B4,3 years,RENT,97000,Not Verified,credit_card,CT,17,14184,26,Individual,0,36,10.99,13.67,71.6,667,11.482466257,0,0,0.1539363797,0.8460636203,Medium
0,9350,337.37,D,D5,10+ years,OWN,20000,Verified,home_improvement,AZ,20,12278,44,Individual,0,36,17.86,39.19,59.3,672,9.9034875525,0,0,0.3993063386,0.6006936614,High
0,2600,87.22,C,C2,8 years,MORTGAGE,38400,Not Verified,debt_consolidation,NY,5,4293,8,Individual,0,36,12.69,14.31,81,662,10.555812739,0,0,0.1399100588,0.8600899412,Medium
0,8000,251.36,B,B1,< 1 year,RENT,45000,Not Verified,credit_card,NY,18,9934,35,Individual,0,36,8.18,28.78,50.7,697,10.714417769,0,0,0.1322848474,0.8677151526,Medium
0,6000,205.04,C,C4,10+ years,RENT,63000,Source Verified,debt_consolidation,MO,8,4323,11,Individual,1,36,13.99,11.43,52.1,667,11.050890005,1,0,0.2179508601,0.7820491399,Medium
0,28000,863.54,A,A4,10+ years,MORTGAGE,96000,Not Verified,debt_consolidation,VA,19,60202,33,Individual,0,36,6.92,29.95,22.2,797,11.47210347,0,0,0.03455037,0.96544963,Low
0,35000,1047.71,G,G4,10+ years,OWN,146460,Verified,debt_consolidation,IL,11,13683,26,Individual,1,60,25.99,19.01,49.8,677,11.894507633,1,1,0.5356879741,0.4643120259,High
0,27500,835.74,A,A1,10+ years,MORTGAGE,217000,Verified,credit_card,NJ,14,30208,35,Individual,0,36,5.93,14.17,37.8,727,12.287652633,0,0,0.0357953585,0.9642046415,Low
0,6000,201.27,C,C2,5 years,RENT,55000,Not Verified,debt_consolidation,NJ,21,13416,27,Individual,0,36,12.69,32.57,45,702,10.915088464,0,0,0.2421225906,0.7578774094,Medium
0,35000,1223.77,D,D1,10+ years,RENT,80000,Verified,credit_card,MN,4,42814,27,Individual,1,36,15.61,26.79,99.1,697,11.289781914,1,0,0.2397648883,0.7602351117,Medium
0,25000,833.83,C,C1,1 year,MORTGAGE,78000,Source Verified,debt_consolidation,MI,11,24740,19,Individual,1,36,12.29,21.91,40.6,692,11.264464106,1,0,0.1649106601,0.8350893399,Medium
0,16800,525.6,A,A5,10+ years,MORTGAGE,58000,Not Verified,credit_card,TX,10,20105,22,Individual,0,36,7.89,26.05,66.8,672,10.96819829,0,0,0.0694060939,0.9305939061,Low
0,5000,167.73,C,C2,10+ years,MORTGAGE,62264,Not Verified,debt_consolidation,CA,10,4546,16,Individual,0,36,12.69,8.25,17.3,737,11.039138689,0,0,0.0938151218,0.9061848782,Low
0,18000,434.01,D,D1,6 years,MORTGAGE,75000,Source Verified,debt_consolidation,CO,18,11643,29,Individual,1,60,15.61,15.63,80.3,697,11.225243393,1,0,0.3316370769,0.6683629231,High
0,8000,255.04,B,B2,3 years,MORTGAGE,33280,Not Verified,debt_consolidation,NM,10,9246,19,Individual,0,36,9.17,25.71,49.7,672,10.412711895,0,0,0.1106978868,0.8893021132,Low
0,8000,273.39,C,C4,3 years,MORTGAGE,28000,Source Verified,home_improvement,MS,12,4152,28,Individual,0,36,13.99,38.06,22.1,702,10.239959789,0,0,0.2286040989,0.7713959011,Medium
0,13200,470.56,D,D3,10+ years,MORTGAGE,37000,Not Verified,debt_consolidation,CO,14,17894,31,Individual,0,36,16.99,25.11,33.5,707,10.518673192,0,0,0.2096444758,0.7903555242,Medium
0,16000,339.88,B,B3,10+ years,RENT,85000,Source Verified,credit_card,VA,14,26118,29,Individual,0,60,9.99,24.83,53.5,677,11.350406535,0,0,0.2879757444,0.7120242556,Medium
0,2950,108.92,E,E3,10+ years,MORTGAGE,40000,Not Verified,debt_consolidation,WV,8,3726,25,Individual,0,36,19.52,30.33,63.2,672,10.596634733,0,0,0.2557792749,0.7442207251,Medium
0,25000,521.03,B,B2,10+ years,OWN,106000,Source Verified,debt_consolidation,TX,20,26303,54,Individual,0,60,9.17,9.95,31.6,702,11.571194373,0,0,0.1573918326,0.8426081674,Medium
0,9000,276.58,A,A3,5 years,RENT,61000,Not Verified,debt_consolidation,NH,22,19590,36,Individual,0,36,6.68,23.06,55.5,672,11.018629143,0,0,0.0939171532,0.9060828468,Low
0,3200,105.57,B,B5,4 years,RENT,40000,Not Verified,credit_card,NJ,4,3952,4,Individual,0,36,11.53,13.5,60.8,692,10.596634733,0,0,0.1274395467,0.8725604533,Medium
0,13000,397.79,A,A2,10+ years,MORTGAGE,70000,Not Verified,credit_card,VA,9,15230,25,Individual,0,36,6.39,11.57,49,712,11.156250521,0,0,0.0355964351,0.9644035649,Low
0,12000,375.43,A,A5,< 1 year,RENT,68360,Source Verified,credit_card,DE,13,10461,37,Individual,1,36,7.89,14.89,53.9,662,11.132543137,1,0,0.0900258766,0.9099741234,Low
0,12000,367.19,A,A2,4 years,MORTGAGE,60000,Not Verified,credit_card,FL,11,21395,13,Individual,0,36,6.39,25.2,22.1,732,11.002099841,0,0,0.0454258447,0.9545741553,Low
0,6000,197.95,B,B5,4 years,MORTGAGE,25000,Source Verified,debt_consolidation,MN,6,7990,19,Individual,0,36,11.53,12.24,54.7,677,10.126631104,0,0,0.1078732704,0.8921267296,Low
0,13700,346.85,D,D5,3 years,RENT,50256,Source Verified,credit_card,FL,13,24698,48,Individual,1,60,17.86,22.18,55.3,707,10.824885222,1,0,0.4312418257,0.5687581743,High
0,15000,338.93,C,C2,8 years,RENT,75000,Source Verified,debt_consolidation,IN,10,40880,35,Individual,0,60,12.69,26.8,86.2,677,11.225243393,0,0,0.3460686419,0.6539313581,High
0,12000,367.19,A,A2,1 year,MORTGAGE,70000,Verified,credit_card,FL,10,17754,35,Individual,0,36,6.39,13.8,70.7,662,11.156250521,0,0,0.0513768893,0.9486231107,Low
0,14000,430.24,A,A3,1 year,RENT,160000,Source Verified,debt_consolidation,CA,5,5030,21,Individual,0,36,6.68,7.47,15.7,792,11.982929094,0,0,0.0314268676,0.9685731324,Low
0,12000,382.55,B,B2,3 years,RENT,70000,Not Verified,debt_consolidation,NJ,6,15774,14,Individual,1,36,9.17,12.38,79.7,702,11.156250521,1,0,0.0897425715,0.9102574285,Low
0,6000,183.6,A,A2,1 year,MORTGAGE,120000,Source Verified,medical,NC,23,38756,40,Individual,0,36,6.39,18.19,30.1,752,11.695247022,0,0,0.0399562599,0.9600437401,Low
0,24000,800.48,C,C1,3 years,MORTGAGE,100000,Verified,home_improvement,TX,4,12830,7,Individual,0,36,12.29,4.4,51.3,687,11.512925465,0,0,0.1263166076,0.8736833924,Medium
0,15050,555.64,E,E3,2 years,OWN,46000,Source Verified,home_improvement,TX,17,10986,28,Individual,0,36,19.52,17.19,31.3,697,10.736396675,0,0,0.3147588986,0.6852411014,High
0,18825,486.68,E,E2,10+ years,MORTGAGE,42000,Source Verified,credit_card,OH,8,12048,12,Individual,0,60,18.84,23.94,85.4,687,10.645424897,0,0,0.4253707548,0.5746292452,High
0,10000,344.95,C,C5,1 year,RENT,100000,Verified,debt_consolidation,CA,13,52754,14,Individual,1,36,14.65,28.24,93.2,662,11.512925465,1,0,0.2772631915,0.7227368085,Medium
0,14000,430.24,A,A3,10+ years,MORTGAGE,100000,Not Verified,credit_card,OH,19,20873,58,Individual,0,36,6.68,21.22,60.9,717,11.512925465,0,0,0.0403078012,0.9596921988,Low
0,35000,917.97,E,E3,7 years,RENT,135000,Verified,debt_consolidation,NY,14,70485,44,Individual,1,60,19.52,13.17,56.9,697,11.813030057,1,0,0.3787525495,0.6212474505,High
0,19000,384.26,A,A5,10+ years,MORTGAGE,45596.66,Source Verified,debt_consolidation,IN,8,19429,17,Individual,0,60,7.89,16.37,61.1,747,10.727589747,0,0,0.0809147712,0.9190852288,Low
0,9325,312.81,C,C2,4 years,RENT,117000,Source Verified,debt_consolidation,CA,7,5634,38,Individual,0,36,12.69,12.19,62.6,667,11.669929214,0,0,0.1607930242,0.8392069758,Medium
0,6000,193.58,B,B3,1 year,MORTGAGE,65000,Not Verified,debt_consolidation,MD,17,4984,27,Individual,0,36,9.99,22.58,54.8,682,11.082142549,0,0,0.1176571559,0.8823428441,Low
0,35000,1099.69,B,B1,< 1 year,RENT,150000,Verified,credit_card,CA,13,33092,26,Individual,0,36,8.18,9.45,46.9,752,11.918390573,0,0,0.075211983,0.924788017,Low
0,9500,313.41,B,B5,< 1 year,MORTGAGE,29760,Source Verified,credit_card,WY,13,14654,36,Individual,0,36,11.53,39.84,47.1,717,10.300920489,0,0,0.1422111411,0.8577888589,Medium
0,16000,408.48,E,E1,< 1 year,MORTGAGE,55000,Source Verified,debt_consolidation,AR,12,15794,22,Individual,0,60,18.25,31.36,66.6,662,10.915088464,0,0,0.4895894062,0.5104105938,High
0,3000,94.26,B,B1,8 years,RENT,40000,Not Verified,credit_card,NY,8,8152,27,Individual,0,36,8.18,13.11,70.9,662,10.596634733,0,0,0.1043989039,0.8956010961,Low
0,21000,427.62,B,B1,10+ years,MORTGAGE,105400,Source Verified,debt_consolidation,CA,10,42078,21,Individual,0,60,8.18,10.82,58.9,702,11.565517915,0,0,0.1166821179,0.8833178821,Low
0,16800,342.1,B,B1,10+ years,OWN,40000,Source Verified,debt_consolidation,NY,7,12996,30,Individual,0,60,8.18,29.28,51,692,10.596634733,0,0,0.2012254064,0.7987745936,Medium
0,24000,729.37,A,A1,10+ years,MORTGAGE,225000,Source Verified,debt_consolidation,FL,18,164765,38,Individual,0,36,5.93,11.22,30.2,727,12.323855681,0,0,0.0226924165,0.9773075835,Low
0,12000,400.24,C,C1,< 1 year,RENT,42500,Not Verified,debt_consolidation,TN,11,17778,15,Individual,0,36,12.29,27.32,78.7,667,10.657259355,0,0,0.2281487001,0.7718512999,Medium
0,10000,312.86,A,A5,1 year,MORTGAGE,180000,Not Verified,debt_consolidation,NJ,8,7484,21,Individual,0,36,7.89,21.86,36.5,717,12.10071213,0,0,0.0480522879,0.9519477121,Low
0,3000,98.21,B,B4,3 years,MORTGAGE,70000,Not Verified,debt_consolidation,MD,11,16203,22,Individual,0,36,10.99,19.53,69.2,672,11.156250521,0,0,0.1066411121,0.8933588879,Low
0,13150,438.6,C,C1,10+ years,RENT,30000,Source Verified,debt_consolidation,VA,9,10290,17,Individual,0,36,12.29,27.5,49.7,672,10.308952661,0,0,0.2423304003,0.7576695997,Medium
0,25000,768.28,A,A3,10+ years,OWN,150000,Verified,debt_consolidation,FL,10,55178,25,Individual,0,36,6.68,20.35,58.8,747,11.918390573,0,0,0.0399367647,0.9600632353,Low
0,10000,335.45,C,C2,10+ years,MORTGAGE,35000,Source Verified,debt_consolidation,MT,6,3598,10,Individual,0,36,12.69,9.12,53.7,722,10.46310334,0,0,0.1090502935,0.8909497065,Low
0,27000,900.54,C,C1,3 years,RENT,65000,Source Verified,debt_consolidation,CT,8,21598,35,Individual,0,36,12.29,31.72,62.4,697,11.082142549,0,0,0.2050398406,0.7949601594,Medium
0,24000,800.48,C,C1,3 years,MORTGAGE,220000,Source Verified,debt_consolidation,NJ,9,56036,33,Individual,0,36,12.29,15.36,90.7,727,12.301382825,0,0,0.0846166778,0.9153833222,Low
0,4000,125.68,B,B1,1 year,MORTGAGE,120000,Not Verified,vacation,KY,10,23741,39,Individual,1,36,8.18,14.56,71.3,707,11.695247022,1,0,0.0463192493,0.9536807507,Low
